"(PDH-CSV 4.0) (Hora est. Pacífico, Sudamérica)(300)","\\ISIS2503S1-0271\Proceso(eclipse)\% de tiempo de procesador"
"05/01/2018 19:04:40.479"," "
"05/01/2018 19:04:41.493","0"
"05/01/2018 19:04:42.492","0"
"05/01/2018 19:04:43.490","0"
"05/01/2018 19:04:44.488","0"
"05/01/2018 19:04:45.472","0"
"05/01/2018 19:04:46.486","0"
"05/01/2018 19:04:47.486","0"
"05/01/2018 19:04:48.485","6.2437456630510209"
"05/01/2018 19:04:49.469","0"
"05/01/2018 19:04:50.468","3.1218728315255104"
"05/01/2018 19:04:51.483","0"
"05/01/2018 19:04:52.483","1.5609364157627552"
"05/01/2018 19:04:53.482","1.5609364157627552"
"05/01/2018 19:04:54.482","0"
"05/01/2018 19:04:55.481","0"
"05/01/2018 19:04:56.480","1.5609364157627552"
"05/01/2018 19:04:57.480","3.1218728315255104"
"05/01/2018 19:04:58.478","1.5625"
"05/01/2018 19:04:59.477","0"
"05/01/2018 19:05:00.476","0"
"05/01/2018 19:05:01.490","0"
"05/01/2018 19:05:02.489","1.5609364157627552"
"05/01/2018 19:05:03.489","0"
"05/01/2018 19:05:04.488","1.5609364157627552"
"05/01/2018 19:05:05.488","4.6828092472882661"
"05/01/2018 19:05:06.486","1.5625"
"05/01/2018 19:05:07.485","0"
"05/01/2018 19:05:08.485","0"
"05/01/2018 19:05:09.469","0"
"05/01/2018 19:05:10.483","0"
"05/01/2018 19:05:11.482","0"
"05/01/2018 19:05:12.481","0"
"05/01/2018 19:05:13.481","0"
"05/01/2018 19:05:14.480","4.6828092472882661"
"05/01/2018 19:05:15.480","0"
"05/01/2018 19:05:16.479","0"
"05/01/2018 19:05:17.477","0"
"05/01/2018 19:05:18.479","0"
"05/01/2018 19:05:19.478","0"
"05/01/2018 19:05:20.492","0"
"05/01/2018 19:05:21.492","0"
"05/01/2018 19:05:22.491","1.5609364157627552"
"05/01/2018 19:05:23.491","0"
"05/01/2018 19:05:24.489","0"
"05/01/2018 19:05:25.488","1.5609364157627552"
"05/01/2018 19:05:26.487","0"
"05/01/2018 19:05:27.486","0"
"05/01/2018 19:05:28.469","0"
"05/01/2018 19:05:29.468","0"
"05/01/2018 19:05:30.483","1.536945671092188"
"05/01/2018 19:05:31.482","0"
"05/01/2018 19:05:32.481","0"
"05/01/2018 19:05:33.480","0"
"05/01/2018 19:05:34.479","0"
"05/01/2018 19:05:35.478","1.5609364157627552"
"05/01/2018 19:05:36.477","0"
"05/01/2018 19:05:37.476","0"
"05/01/2018 19:05:38.476","0"
"05/01/2018 19:05:39.475","0"
"05/01/2018 19:05:40.489","0"
"05/01/2018 19:05:41.488","1.5609364157627552"
"05/01/2018 19:05:42.488","0"
"05/01/2018 19:05:43.472","0"
"05/01/2018 19:05:44.486","1.5384615384615385"
"05/01/2018 19:05:45.485","1.5609364157627552"
"05/01/2018 19:05:46.484","0"
"05/01/2018 19:05:47.483","0"
"05/01/2018 19:05:48.482","1.5609364157627552"
"05/01/2018 19:05:49.497","0"
"05/01/2018 19:05:50.496","0"
"05/01/2018 19:05:51.495","1.5609364157627552"
"05/01/2018 19:05:52.478","0"
"05/01/2018 19:05:53.477","1.5609364157627552"
"05/01/2018 19:05:54.477","0"
"05/01/2018 19:05:55.476","0"
"05/01/2018 19:05:56.476","0"
"05/01/2018 19:05:57.475","0"
"05/01/2018 19:05:58.473","0"
"05/01/2018 19:05:59.488","1.536945671092188"
"05/01/2018 19:06:00.488","0"
