"(PDH-CSV 4.0) (Hora est. Pacífico, Sudamérica)(300)","\\ISIS2503S1-0271\Proceso(eclipse)\% de tiempo de procesador"
"05/01/2018 16:25:31.042"," "
"05/01/2018 16:25:32.056","6.25"
"05/01/2018 16:25:33.054","12.5"
"05/01/2018 16:25:34.052","0"
"05/01/2018 16:25:35.051","0"
"05/01/2018 16:25:36.050","48.389028888645413"
"05/01/2018 16:25:37.050","7.8046820788137765"
"05/01/2018 16:25:38.033","9.514127982903954"
"05/01/2018 16:25:39.033","1.5609364157627552"
"05/01/2018 16:25:40.032","4.6828092472882661"
"05/01/2018 16:25:41.032","10.926554910339286"
"05/01/2018 16:25:42.047","3.0738913421843761"
"05/01/2018 16:25:43.046","7.8046820788137765"
"05/01/2018 16:25:44.046","4.6828092472882661"
"05/01/2018 16:25:45.045","29.657791899492349"
"05/01/2018 16:25:46.044","12.487491326102042"
"05/01/2018 16:25:47.044","6.2437456630510209"
"05/01/2018 16:25:48.028","4.757063991451977"
"05/01/2018 16:25:49.027","4.6828092472882661"
"05/01/2018 16:25:50.041","6.1538461538461542"
"05/01/2018 16:25:51.055","0"
"05/01/2018 16:25:52.053","0"
"05/01/2018 16:25:53.052","0"
"05/01/2018 16:25:54.051","0"
"05/01/2018 16:25:55.050","0"
"05/01/2018 16:25:56.048","0"
"05/01/2018 16:25:57.046","0"
"05/01/2018 16:25:58.048","0"
"05/01/2018 16:25:59.032","3.1713759943013176"
"05/01/2018 16:26:00.031","0"
"05/01/2018 16:26:01.045","4.6153846153846159"
"05/01/2018 16:26:02.043","0"
"05/01/2018 16:26:03.042","0"
"05/01/2018 16:26:04.041","4.6828092472882661"
"05/01/2018 16:26:05.040","0"
"05/01/2018 16:26:06.038","0"
"05/01/2018 16:26:07.037","3.1218728315255104"
"05/01/2018 16:26:08.036","0"
"05/01/2018 16:26:09.035","0"
"05/01/2018 16:26:10.034","4.6875"
"05/01/2018 16:26:11.049","4.6108370132765639"
"05/01/2018 16:26:12.048","1.5609364157627552"
"05/01/2018 16:26:13.048","1.5609364157627552"
"05/01/2018 16:26:14.047","0"
"05/01/2018 16:26:15.045","0"
"05/01/2018 16:26:16.044","0"
"05/01/2018 16:26:17.043","7.8046820788137765"
"05/01/2018 16:26:18.043","1.5609364157627552"
"05/01/2018 16:26:19.041","0"
"05/01/2018 16:26:20.055","0"
"05/01/2018 16:26:21.054","4.6828092472882661"
"05/01/2018 16:26:22.053","3.125"
"05/01/2018 16:26:23.051","0"
"05/01/2018 16:26:24.051","3.1218728315255104"
"05/01/2018 16:26:25.050","1.5609364157627552"
"05/01/2018 16:26:26.049","4.6828092472882661"
"05/01/2018 16:26:27.049","1.5609364157627552"
"05/01/2018 16:26:28.032","1.5873015873015872"
"05/01/2018 16:26:29.031","0"
"05/01/2018 16:26:30.031","4.6781278732067539"
"05/01/2018 16:26:31.046","6.1477826843687522"
"05/01/2018 16:26:32.045","0"
"05/01/2018 16:26:33.044","1.5609364157627552"
"05/01/2018 16:26:34.044","3.1218728315255104"
"05/01/2018 16:26:35.042","0"
"05/01/2018 16:26:36.041","1.5609364157627552"
"05/01/2018 16:26:37.041","4.6828092472882661"
"05/01/2018 16:26:38.039","0"
"05/01/2018 16:26:39.039","4.6828092472882661"
"05/01/2018 16:26:40.053","0"
"05/01/2018 16:26:41.051","0"
"05/01/2018 16:26:42.050","3.1218728315255104"
"05/01/2018 16:26:43.050","3.1218728315255104"
"05/01/2018 16:26:44.048","3.125"
"05/01/2018 16:26:45.048","1.5609364157627552"
"05/01/2018 16:26:46.047","0"
"05/01/2018 16:26:47.046","0"
"05/01/2018 16:26:48.045","1.5609364157627552"
"05/01/2018 16:26:49.043","0"
"05/01/2018 16:26:50.058","0"
"05/01/2018 16:26:51.041","0"
"05/01/2018 16:26:52.040","0"
"05/01/2018 16:26:53.039","0"
"05/01/2018 16:26:54.037","0"
"05/01/2018 16:26:55.037","0"
"05/01/2018 16:26:56.035","3.125"
"05/01/2018 16:26:57.034","0"
"05/01/2018 16:26:58.033","1.5609364157627552"
"05/01/2018 16:26:59.032","0"
"05/01/2018 16:27:00.046","0"
"05/01/2018 16:27:01.046","3.1218728315255104"
"05/01/2018 16:27:02.047","3.1156372331041924"
"05/01/2018 16:27:03.047","0"
"05/01/2018 16:27:04.045","0"
"05/01/2018 16:27:05.044","4.6828092472882661"
"05/01/2018 16:27:06.044","0"
"05/01/2018 16:27:07.042","0"
"05/01/2018 16:27:08.042","1.5609364157627552"
"05/01/2018 16:27:09.041","4.6828092472882661"
"05/01/2018 16:27:10.056","0"
"05/01/2018 16:27:11.054","1.5625"
"05/01/2018 16:27:12.054","1.5609364157627552"
"05/01/2018 16:27:13.052","0"
"05/01/2018 16:27:14.052","4.6828092472882661"
"05/01/2018 16:27:15.035","49.206349206349202"
"05/01/2018 16:27:16.033","0"
"05/01/2018 16:27:17.032","1.5609364157627552"
"05/01/2018 16:27:18.032","1.5609364157627552"
"05/01/2018 16:27:19.046","0"
"05/01/2018 16:27:20.045","1.5609364157627552"
"05/01/2018 16:27:21.044","1.5625"
"05/01/2018 16:27:22.043","0"
"05/01/2018 16:27:23.041","0"
"05/01/2018 16:27:24.041","0"
"05/01/2018 16:27:25.040","0"
"05/01/2018 16:27:26.039","0"
"05/01/2018 16:27:27.038","4.6828092472882661"
"05/01/2018 16:27:28.037","3.1218728315255104"
"05/01/2018 16:27:29.037","24.974982652204083"
"05/01/2018 16:27:30.052","1.536945671092188"
"05/01/2018 16:27:31.051","0"
"05/01/2018 16:27:32.050","0"
"05/01/2018 16:27:33.049","0"
"05/01/2018 16:27:34.048","0"
"05/01/2018 16:27:35.048","0"
"05/01/2018 16:27:36.047","0"
"05/01/2018 16:27:37.046","0"
"05/01/2018 16:27:38.045","0"
"05/01/2018 16:27:39.044","1.5609364157627552"
"05/01/2018 16:27:40.043","0"
"05/01/2018 16:27:41.041","0"
"05/01/2018 16:27:42.040","32.8125"
"05/01/2018 16:27:43.039","26.535919067966841"
"05/01/2018 16:27:44.038","88.973375698477042"
"05/01/2018 16:27:45.038","26.535919067966841"
"05/01/2018 16:27:46.036","3.125"
"05/01/2018 16:27:47.036","3.1218728315255104"
"05/01/2018 16:27:48.035","1.5609364157627552"
"05/01/2018 16:27:49.050","0"
"05/01/2018 16:27:50.050","0"
